,ID_HDC_G0,active_living,nightlife,community_space,education,food_choices,health_wellbeing,mobility,accessibility,fifteenPopAccess,fifteenPopAl,fifteenPopN,fifteenPopCS,fifteenPopE,fifteenPopFC,fifteenPopHW,fifteenPopM,lng,lat,CTR_MN_NM,UC_NM_MN,P15,AREA,UC_NM_CTR
10,3,777.5285034179688,2236.511962890625,756.6469879150391,753.5070037841797,763.3300170898438,1138.3095092773438,1683.1527099609375,1224.7553822653636,61293.67499612,94344.84148712001,24242.59852921,88012.24655715,93698.66676607999,82538.54756379,66222.58473477,34673.86985263,-120.43303168431737,34.924335063927856,United States,Santa Maria,123181.2848,55.0,"Santa Maria, United States"
11,5,591.427001953125,1425.387939453125,686.49951171875,716.3140258789062,749.0579833984375,970.3825073242188,325.02801513671875,797.6547023228237,94839.21723406,97150.99471934,42848.85935866,89554.64230497001,93130.4808855,89003.62211904,80135.56188544,100177.77980450001,-119.74889953383513,34.43073144873417,United States,Santa Barbara,114753.1502,60.0,"Santa Barbara, United States"
12,6,484.0090026855469,820.7689819335938,674.7559814453125,1042.0419921875,434.3689880371094,758.8590087890625,291.3550109863281,681.7531433105469,87989.71370928,88581.76564678,74192.95645722,81442.63475441,62679.474158909994,91654.13683549,76479.72207876001,93157.16666106001,-121.98349962977446,36.97427844779177,United States,Santa Cruz,101498.1456,57.0,"Santa Cruz, United States"
13,7,760.2050170898438,2123.60498046875,1329.260009765625,815.2249755859375,849.6589965820312,1392.5419921875,321.63299560546875,1105.4338640485491,94511.51468585001,116483.08029329,23510.073013459998,63665.54121201,121420.22709072,97992.94687944,50077.991598450004,131072.08787738,-121.64088713642185,36.68849031013775,United States,Salinas,149784.336,54.0,"Salinas, United States"
14,8,771.91650390625,2436.0540161132812,893.8084716796875,778.5079956054688,915.43798828125,1261.01904296875,3067.16748046875,1480.1481595720563,118410.7494436,257484.30074075,51593.697580759996,223640.77645047999,260734.47661346002,206476.59430667,137640.11184671,46384.95113442,-119.20488911530789,34.217487529778126,United States,Oxnard,297806.3934,136.0,"Oxnard, United States"
15,10,617.2239990234375,1360.2797546386719,732.0025024414062,669.2750244140625,623.5385131835938,930.9669952392578,325.18299865722656,814.0049264090402,3935559.96424601,4134536.933151411,2497880.6030668197,3837852.64160803,4092719.5981991896,3972351.1346930205,3364011.1390723404,4282885.54151414,-122.12331455365555,37.54841839060303,United States,San Jose,4604961.31,1717.0,"San Jose, United States"
16,12,843.5419921875,2068.160461425781,1321.3125,1020.2025146484376,1160.6925048828125,1736.1820068359375,3381.81494140625,1741.4789864676338,22243.74620809,105689.75495603,32203.00216155,59573.62013102,83895.85569832,70156.45638712,33924.30360509,8178.51674883,-118.86432094534004,34.18137678966404,United States,Thousand Oaks,146356.3494,105.0,"Thousand Oaks, United States"
17,13,726.0370178222656,1542.114990234375,1036.4429931640625,890.4184875488281,766.8380126953125,1203.2879638671875,464.8219909667969,1016.5518493652344,73867.63765604,83276.48335511,38570.61134588,58546.068022139996,73313.38201612,78756.94912351,57465.04804422,85956.74411336001,-122.53336057488634,37.972249299863655,United States,San Rafael,105705.565,77.0,"San Rafael, United States"
18,14,922.8309936523438,2346.843017578125,969.7429809570312,821.0570068359375,886.97998046875,1448.8245239257812,1940.728454589844,1436.3398353031703,6792652.05227195,10337168.62159239,3655416.8676864496,10340896.631651092,11746706.853969233,10409760.610872801,6844879.260713411,5582885.886064108,-117.96511052932394,33.958560167583656,United States,Los Angeles,14281719.8,5633.0,"Los Angeles, United States"
19,16,955.2365112304688,2378.8330078125,960.2584991455078,951.1472473144531,1077.303955078125,1691.072021484375,5000.0,1784.2899257114955,6719.61174047,69463.02076165,13048.91129797,60808.11804864,72933.04991868,60555.98586851,29697.09230712,3551.7945129,-118.74033047177757,34.27240111899053,United States,Simi Valley,109579.4602,53.0,"Simi Valley, United States"
20,17,702.8330078125,1784.9100341796875,941.250518798828,857.8289794921875,798.5570068359375,1348.6289672851562,1844.5,1255.440442766462,84968.88725479999,141799.74769363,45879.45606441,105744.81145301001,122093.45968851,125300.19408347,74529.22973716,49139.638239039996,-122.71414018283059,38.445780674644695,United States,Santa Rosa,165225.2385,80.0,"Santa Rosa, United States"
21,18,792.9765014648438,2186.0849609375,1239.3704833984375,1020.9815063476562,954.2044830322266,1327.9900207519531,967.061767578125,1312.6968579973495,313751.33291597,522519.33670129,135637.79025723,334143.41606498,439957.24138115003,434266.40211553,307953.07271444,377201.30357061,-122.04500069600539,37.91100302709888,United States,Concord,661553.5774,412.0,"Concord, United States"
22,20,1332.9374694824219,3839.6490478515625,2030.3464965820312,379.54150390625,983.3792572021484,2247.2570190429688,4613.8626708984375,2255.080745152065,38128.55357084,154945.60451515001,26503.079166800002,75168.80420516,313031.49092444,187996.70302839,69354.70633892,13578.378651030001,-116.59704527159118,31.85530683414993,Mexico,Ensenada,322329.2369,90.0,"Ensenada, Mexico"
23,21,973.8604888916016,1798.8452453613281,1123.5189819335938,896.0035247802734,840.8389892578125,1503.7102355957031,1925.39697265625,1385.6643600463867,2001947.28570913,2975873.29259955,1482525.31456656,2612023.4189156,3609286.18951222,3417569.31419756,1977196.3430443797,1305145.47510881,-117.104281677677,32.81800244459053,United States,Tijuana,4437234.748,1776.0,"Tijuana, United States"
24,24,1000.9030151367188,3022.9560546875,1747.137939453125,1233.14599609375,967.8790283203124,1260.0805053710938,3467.1279296875,1911.6080453055245,32728.96389772,97072.77710040999,15498.60210606,57254.186377080005,85875.62571374001,100315.11450417,80590.80265615,13068.02441992,-118.53153710338785,34.420489429476206,United States,Santa Clarita,199622.2104,114.0,"Santa Clarita, United States"
25,26,837.2197570800781,2489.4205322265625,1372.008056640625,1049.81103515625,1112.9979858398438,1766.9467468261719,4121.974609375,1848.4501538957868,43557.900581810005,194195.04816279002,32285.71734417,122752.66364941999,173535.73058347002,152460.69559943,73980.68630739,24836.047292080002,-121.79658758389836,37.985443565793574,United States,Antioch,268055.6356,166.0,"Antioch, United States"
26,29,1153.146240234375,3901.4970703125,1278.6064758300781,1148.3982543945312,1435.531005859375,2378.9762573242188,5000.0,2317.1963588169647,50193.68120693999,320270.40662063996,27599.519736939998,313057.69968789,342866.43998433,229548.15307152,115237.00101081,18789.522606699997,-119.04831293369912,35.3614030097792,United States,Bakersfield,533318.4537,306.0,"Bakersfield, United States"
27,32,1650.240966796875,3511.5554809570312,1502.66552734375,1131.0889892578125,1055.0035400390625,1405.4139404296875,2344.87451171875,1939.6869234357562,42548.168450180005,68419.14670839,18680.54274746,77661.63176324998,130255.6859938,122253.19636453001,84796.1995673,52279.082231659995,-118.13656612793645,34.63520914972907,United States,Palmdale,277181.2072,147.0,"Palmdale, United States"
28,34,989.9720153808594,3083.5839233398438,855.416015625,863.2249755859375,1134.7640380859375,2043.9962463378906,3512.1724853515625,1857.2341330392019,100081.57150343,240877.14041527,51552.59773108001,224636.76882431,272520.20417335,196764.22617635998,104389.02385,30841.75893789,-121.29906043612077,37.982903882051744,United States,Stockton,365617.9699,185.0,"Stockton, United States"
29,35,950.4222564697266,4407.98583984375,2094.126953125,835.2864990234375,1180.7969970703125,1723.8145141601562,5000.0,2245.067862374442,14170.03807047,205658.86159172002,12361.28255878,64820.799929739995,243505.42582885,155295.60102489,93247.08025504,4632.91121923,-120.98740801474642,37.65220237823962,United States,Modesto,297123.3391,146.0,"Modesto, United States"
30,37,802.1959838867188,2124.7029418945312,1463.2359619140625,1090.0880126953125,1160.7545166015625,1431.7355346679688,4603.1162109375,1784.1808449881419,19249.079820339997,176730.76330693,26934.508972080002,76630.58159939,129959.67376409999,113682.68205475,83098.4840611,4014.8342949100006,-117.15005468131801,33.530190099402176,United States,Temecula,231017.5027,128.0,"Temecula, United States"
31,43,1191.60498046875,3216.404052734375,2568.04150390625,1682.4969482421875,909.718017578125,2101.05810546875,2519.873046875,2150.8670597076416,43235.62026309,119767.67542283,25379.792163910002,38564.6128555,79249.57781178001,157595.76804708998,44461.099635709994,44859.19108925,-109.93161127390148,22.906576387937918,Mexico,Cabo San Lucas,186269.3191,37.0,"Cabo San Lucas, Mexico"
32,45,1117.4707641601562,2705.936279296875,1266.8310546875,880.0077514648438,1320.9547424316406,1849.1402893066406,,1333.4309997558594,84834.08978129999,133838.29325207998,19408.35314149,93131.27213593,167849.90513322997,92242.57070228,41388.60060098,,-117.24168258375836,33.9273619447054,United States,Moreno Valley,199002.5924,76.0,"Moreno Valley, United States"
33,46,1295.5989990234375,3532.1669921875,859.6160278320312,923.780029296875,1227.2925415039062,2022.9659423828125,3858.547119140625,1957.0814339773995,94890.24107496999,341336.22461144003,69878.36579957,483754.10723751,496399.21589197,340202.11617527,171608.08104153,47584.6571808,-119.77085364168852,36.790273656151186,United States,Fresno,652855.9733,346.0,"Fresno, United States"
34,48,1074.458984375,2775.4639892578125,1167.904052734375,930.5460205078124,1068.364013671875,1771.7740478515625,,1285.0378897530693,44219.87266234,58424.72435232,13473.19282646,54501.003029679996,68116.04580199,50315.24021939,25746.03481511,,-119.31451120062698,36.32384428090499,United States,Visalia,117576.3356,72.0,"Visalia, United States"
35,49,803.4259948730469,2987.9585571289062,1043.48095703125,898.8420104980469,930.9559936523438,1442.677978515625,4083.866455078125,1714.5901412963867,292312.15625972,1282556.75258205,211312.77153759002,951530.37678904,1207464.61618481,1039139.0218692002,664903.83995366,196383.49482926997,-121.38466777950737,38.605090467621004,United States,Sacramento,1528104.298,811.0,"Sacramento, United States"
36,50,1061.905029296875,3118.654541015625,1123.385009765625,992.9210205078124,1388.9952697753906,1553.26904296875,5000.0,1935.540291922433,3220.25522577,90001.47957778,7766.86666675,89768.55250481001,105076.70057891001,63651.545957450006,51267.2873771,7812.9757322,-116.9624339704466,33.75560674156716,United States,Hemet,155147.2377,77.0,"Hemet, United States"
37,52,781.9300231933594,2519.658447265625,1818.1737670898438,1043.3140258789062,889.9284973144531,1675.9109802246094,3146.666259765625,1750.9263131277903,70853.40597329,168338.79887345998,53035.641690469995,70782.92288673,141207.42633682,146502.55000794,95683.23937449,16930.12106366,-110.31281313045216,24.116382188372388,Mexico,La Paz,249632.318,68.0,"La Paz, Mexico"
38,53,1098.93603515625,1742.4462280273438,1814.5472412109375,1457.5612487792969,744.5815124511719,1461.3494873046875,,1302.0382145472936,46481.147897040006,64716.17117919,25403.25395912,43695.06458341,43669.46772727001,100562.73082971,40222.89771621,,-109.71250792631051,23.082243623907925,Mexico,San Jos del Cabo,108084.7888,24.0,"San Jos del Cabo, Mexico"
39,56,1554.593994140625,2703.56005859375,1862.0760498046875,1943.148498535156,1268.6954956054688,2015.1929931640625,2733.1630859375,2116.1511579241073,63162.48863438,163440.09491385001,57149.542976330005,122106.01473382999,127050.33596974,173336.81654012,106084.1190847,78038.38371498001,-116.3692773786214,33.75299777465207,United States,Indio,350694.5893,292.0,"Indio, United States"
40,57,646.8159790039062,2557.077880859375,1879.1529541015625,387.1080017089844,904.2620239257812,1406.93701171875,5000.0,1814.088413783482,118662.65391852,663495.79854955,112396.90453766001,250551.73562693002,787993.46100971,513944.26229149,328590.63026716,11303.01514248,-115.44699382068723,32.62456727931836,Mexico,Mexicali,805239.7185,186.0,"Mexicali, Mexico"
41,59,1467.8450317382812,2849.7770385742188,2358.30908203125,1173.7462463378906,551.5820007324219,945.7105102539062,4891.986328125,2021.962598528181,18523.91408969,71319.61822202,26041.46882258,41799.74721294,96165.16206598,160085.28875608998,115386.40510248,5955.529228969999,-114.76904215742852,32.45453135962623,Mexico,San Luis R¡o Colorado,195368.3031,66.0,"San Luis R¡o Colorado, Mexico"
42,63,1055.7249755859375,1999.0634765625,1962.0339965820312,889.9522552490234,686.0125122070312,1313.6397399902344,2318.02392578125,1500.9520089285716,68074.51673167999,169425.3406153,40159.258259250004,62818.744034940006,182833.48340464,211245.13687581,122418.54106749999,34261.44896722,-108.99753566193992,25.78948122949791,Mexico,Los Mochis,270920.1548,51.0,"Los Mochis, Mexico"
43,65,742.5887451171875,2754.6740112304688,1310.3269958496094,694.8100128173828,592.5375213623047,1046.9527587890625,2894.2096557617188,1479.897087097168,226764.37663821003,642048.1995898699,110606.43808789,402751.84977542004,654276.0907947699,704024.01598651,467170.73649233003,70798.70036215,-110.97790114757336,29.090997346744224,Mexico,Hermosillo,788949.0117,154.0,"Hermosillo, Mexico"
44,66,603.8989868164062,2039.3224487304688,1451.9434814453125,1239.9649658203125,857.8070068359375,1348.843994140625,4291.13818359375,1771.545168195452,57063.25081363,320290.04454025,57265.728009449995,125562.23809803001,155918.61219932,218250.44434015,133912.74171702,7497.300817649999,-109.94022391353018,27.48190112448554,Mexico,Ciudad Obreg¢n,328658.3236,65.0,"Ciudad Obreg¢n, Mexico"
45,67,850.6099853515625,1628.6667175292969,1699.7040100097656,869.6089782714844,842.3450012207031,1192.4789733886719,3097.5338134765625,1587.3784343174525,105481.75709629999,195831.97238938996,104111.8365074,105385.8869153,184994.56716076002,192587.91994624998,144403.04873059,28941.55693326,-119.79102652894193,39.513771960932246,United States,Reno,235606.7919,138.0,"Reno, United States"
46,68,1132.1352233886719,3526.948486328125,2520.8679809570312,991.0444946289062,1148.092529296875,1347.6010131835938,2615.7540283203125,1930.6298697335378,19704.79310799,59112.633649330004,3123.6467391900005,13864.44038882,65320.95313390001,51594.87526825,40651.51979724,11243.09272184,-109.4435735838238,27.070884648058456,Mexico,Navojoa,109738.4163,28.0,"Navojoa, Mexico"
47,73,932.6157531738281,2542.886962890625,1728.1889953613281,983.3467559814452,564.06201171875,1070.3377075195312,4157.8323974609375,1798.6109967912948,135844.88975359,516189.69178015995,97064.39650285001,206123.34459410998,465234.64404052997,618777.55921142,426385.53882863,20098.12843473,-107.40552359558733,24.794962449776758,Mexico,Culiac n,721974.7596,133.0,"Culiac n, Mexico"
48,74,1192.0242919921875,1893.1867370605469,1332.9625244140625,1076.9477844238281,1061.7997436523438,1539.8980102539062,4282.1279296875,1759.7572174072266,414661.37296537997,1235394.8441755301,662654.93937393,1148927.7159720398,1489650.80467453,1393288.53827877,897542.3943310101,159438.735632,-115.16132513384166,36.145292728379054,United States,Las Vegas,2029109.785,878.0,"Las Vegas, United States"
49,75,879.4570007324219,2125.512939453125,1633.9210205078125,674.2919921875,760.7109985351562,1582.4580078125,2212.583984375,1490.6475655691963,216373.41143129,333209.99945769005,123136.50345572998,183379.88678951,341850.07767831,354967.87037092,213349.67663986998,89984.27725869999,-106.40702525342678,23.24249493409262,Mexico,Mazatl n,420324.8813,85.0,"Mazatl n, Mexico"
50,76,972.8955078125,1643.613525390625,1544.6309814453125,318.2330017089844,624.3259887695312,961.3252258300781,1944.1180419921875,1171.1784286499023,145070.74356465,162356.67679514998,85338.53296352,116964.7507659,225750.70902585,198519.27161963,158116.66573998,47652.39265902,-105.21907492932583,20.653016179719007,Mexico,Puerto Vallarta,241188.036,49.0,"Puerto Vallarta, Mexico"
51,77,604.7384948730469,1894.2625122070312,915.5274963378906,431.7975006103516,996.8200073242188,1150.5450439453125,5000.0,1546.4692949567523,47773.66381975,153900.2298953,56964.493328389995,142245.93643319,163511.12085091998,103083.38536556001,98549.07814845,9094.97094989,-104.31099170890371,19.091524879207373,Mexico,Manzanillo,153188.5143,54.0,"Manzanillo, Mexico"
52,78,871.1179809570312,2391.60107421875,1443.508544921875,1432.8900146484375,900.344970703125,1234.9449462890625,2407.48193359375,1567.1847068241664,48454.163729759995,159759.62333467,35521.4767812,79352.74494412,85514.81146563,141600.02672898,94421.05207855,12440.771513849999,-110.94320626430144,31.298116620642233,Mexico,Heroica Nogales,248388.4915,51.0,"Heroica Nogales, Mexico"
53,79,1057.487060546875,2151.18408203125,1152.1689453125,1099.0264892578125,885.3660278320312,1204.7110595703125,1349.0909423828125,1381.759072440011,1897921.4119375201,2472955.2195136296,1040143.3073786101,2353737.65107444,2573720.5334272203,2919598.037156659,2197304.3599899993,2064103.16136865,-111.99843243272835,33.477086666361465,United States,Phoenix,3611577.485,2304.0,"Phoenix, United States"
54,81,842.4459838867188,1342.3634643554688,932.81201171875,265.93250274658203,421.3890075683594,777.864013671875,1910.7679443359373,957.8752277919224,308815.40173811,315778.27651503996,203501.50363666,311522.60861748003,407782.95201874,395669.22789942997,304365.82533658005,127347.36766548,-104.88133599261627,21.500597305690455,Mexico,Tepic,383493.9258,62.0,"Tepic, Mexico"
55,82,613.7934875488281,1206.1337585449219,740.176513671875,938.5947570800781,629.6327362060547,838.6069946289062,1550.6370239257812,1013.9548421587263,157416.70640815998,203499.08565428003,123533.34681682999,188974.90453901,166965.83123405,189996.72801756999,165552.89142533997,96436.58018908999,-123.08504034131751,44.06447013827883,United States,Eugene,219332.8249,147.0,"Eugene, United States"
56,83,495.7559967041016,962.1609802246094,1068.35595703125,323.00750732421875,631.2000122070312,1027.260009765625,5000.0,1270.5477153233119,161120.19851956,298083.78195311996,196227.34484998,197728.14580544998,304358.1139455,240896.97549845,193890.25884472998,15818.56126292,-103.72920532241653,19.253080488740043,Mexico,Colima,290690.9121,56.0,"Colima, Mexico"
57,84,1247.001953125,2325.0699462890625,1485.4075317382812,1111.52099609375,810.1589965820312,1292.0419921875,2815.927001953125,1703.6761561802455,224954.13860017998,346709.96264727,156782.11507176998,290524.74889519,402605.56302226003,460828.68178919004,332561.56504591,155341.43616474,-110.92941540256221,32.24374579859547,United States,Tucson,588176.3438,407.0,"Tucson, United States"
58,88,712.1755065917969,1945.791015625,915.5530090332031,332.3307418823242,693.5690002441406,984.656005859375,2478.405029296875,1236.4540658678327,2294130.8020276497,3533112.98702836,1147052.0912847002,3291534.09783772,4127877.1490897797,3336565.25536591,2688639.23310389,1096828.13666778,-103.35816820200098,20.64267243318307,Mexico,Guadalajara,4530296.314,592.0,"Guadalajara, Mexico"
59,90,748.1720275878906,1334.8929443359375,1116.071044921875,873.156005859375,716.7130126953125,1192.458984375,1871.02099609375,1178.4720110212054,119242.67491624999,174461.72164001997,94445.21020712999,122499.04970218,166010.53828858997,156477.19923961,107437.95716902,83249.75246250999,-123.0196372746246,44.938630530737925,United States,Salem,200973.4399,115.0,"Salem, United States"
60,92,652.7132720947266,544.1960144042969,514.5735092163086,357.0957489013672,220.3452491760254,483.1600112915039,3443.342529296875,878.3070824486869,74073.89010615001,83553.58187373,87423.31231798,87476.16217728,91385.45834574,94441.35375132001,87698.31101511,13918.88949971,-102.21663938783277,17.975618001298205,Mexico,L zaro C rdenas,106102.2662,20.0,"L zaro C rdenas, Mexico"
61,93,1197.9830322265625,2244.744506835937,1163.0444946289062,725.8319702148438,746.2670288085938,1337.3409423828125,4339.093017578125,1685.489711216518,117703.83887075,287428.82209798,100589.11782853,319695.1769923,415118.0725937,415431.23206626996,256816.965153,12873.61964739,-104.65017992865327,24.030084230680366,Mexico,Durango,573877.9498,91.0,"Durango, Mexico"
62,94,860.406005859375,1873.041015625,1076.6810302734375,1134.0980224609375,1701.3580322265625,1471.6749877929688,2018.7509765625,1488.1175231933594,35804.12089039,56340.48976375,26980.88711466,57810.0238523,57084.940409300005,31909.018616150002,38992.772215460005,20052.26685375,-102.35466381809694,19.09323246740065,Mexico,Apatzing n,104203.9283,23.0,"Apatzing n, Mexico"
63,97,1230.406982421875,1412.1099853515625,1256.615966796875,1085.406982421875,583.3089904785156,1067.3489685058594,1625.72802734375,1218.2931387765068,22343.170406179997,22551.07902845,15406.95123739,23713.387177540004,33404.04389301,43877.369489649995,22074.65298955,10529.211183799998,-106.86059976177782,28.4107474643774,Mexico,Cuauhtmoc,114661.1175,33.0,"Cuauhtmoc, Mexico"
64,101,638.3140258789062,1095.8089599609375,716.0679931640625,810.8489990234375,693.4400024414062,953.823974609375,367.7699890136719,801.7964224134173,1503700.49437349,1596293.43537218,1107517.12530497,1488414.4597989903,1455722.0758984,1438424.76596658,1238894.4805794598,1617351.34691945,-122.6677273780944,45.527390839550165,United States,Portland,1655686.139,947.0,"Portland, United States"
65,104,1285.4807739257812,1695.7855224609375,1366.780029296875,1130.7244873046875,920.3090209960938,1515.314453125,1924.553955078125,1421.0764901297434,27771.277722230003,35809.28251083,22412.99195684,34458.39293065001,38533.38721534,47321.1363347,27290.692146219997,17557.943615689997,-105.67210918828884,26.929370918045905,Mexico,Hidalgo del Parral,108238.4863,28.0,"Hidalgo del Parral, Mexico"
66,105,976.0580139160156,1392.2587280273438,1473.7327270507812,1733.0662841796875,1171.4325256347656,1134.5099792480469,2897.4684448242188,1578.2208360944473,36637.421032109996,79916.37517126,59854.60468499,58737.57641222,36101.443728360005,65407.810329429994,64007.53587636999,6773.1851068900005,-102.2799503363188,19.9892918873728,Mexico,Zamora,138957.9868,23.0,"Zamora, Mexico"
67,106,884.5050048828125,1809.260009765625,916.573974609375,988.147491455078,641.9240112304688,1186.6439819335938,4228.2822265625,1580.2555629185267,117253.58128472001,200325.58741806002,100861.23343826999,209717.58514342998,179573.58832653,255686.0301378,169120.66574679,13331.285431429998,-102.0440010871192,19.409087167951235,Mexico,Uruapan,311164.6905,53.0,"Uruapan, Mexico"
68,111,1024.93896484375,2391.3740234375,1627.8219909667969,811.78125,767.3730163574219,1658.8155517578125,2358.4654541015625,1583.8789291381836,171698.90683241998,513866.10551500006,124174.39043862,311382.90211353,637252.66464081,634100.09688347,241770.64076629997,105283.59663431,-106.09054399837076,28.659898999211364,Mexico,Chihuahua,794324.2375,165.0,"Chihuahua, Mexico"
69,112,716.68798828125,1884.5574951171875,1282.1650390625,349.7330017089844,680.3479919433594,1005.3809814453124,2127.033935546875,1217.4674333844866,507612.23322108004,754160.79220317,243384.52634847,409133.62682909996,863143.23821255,747357.55082395,574384.16571353,229519.05317059002,-102.2891426314842,21.89360959094956,Mexico,Aguascalientes,877349.819,133.0,"Aguascalientes, Mexico"
70,113,1333.1804809570312,3304.6199951171875,1847.2154846191406,1483.8509521484375,1066.7659912109375,2146.3522338867188,2693.0422973632812,1969.5929957798548,13279.05234857,59659.58746979,4630.33448825,39362.923655,48948.85947847999,69884.97388945,27491.45934054,20446.18836055,-102.8705949080409,23.182483680241813,Mexico,Fresnillo,133584.7058,29.0,"Fresnillo, Mexico"
71,114,575.0869750976562,1295.9010009765625,759.0869750976562,710.1585083007812,978.2789916992188,738.2120056152344,1503.5645141601562,971.9557713099888,88987.89174583,108269.26548770998,59744.44816194,91427.63184624,103851.20387898,78550.97622066,99303.58259407,49236.807986069995,-101.8608756742015,21.024837170624625,Mexico,San Francisco del Rinc¢n,134083.5837,28.0,"San Francisco del Rinc¢n, Mexico"
72,115,636.698974609375,2162.780029296875,1270.7640380859375,1408.9990234375,1031.2010498046875,1566.9359741210938,2430.804077148437,1634.3471374511719,62681.56825139,243958.15111167,57971.266522210004,154916.18136845,129600.38181379999,175595.82221383002,108705.61051587999,36983.35167911,-102.54569776349561,22.7596758719127,Mexico,Zacatecas,284937.5128,55.0,"Zacatecas, Mexico"
73,116,880.2140045166016,1870.7099609375,1810.2245178222656,953.3315124511719,863.9979858398438,1178.9559936523438,1694.4135131835938,1408.7552163260323,331625.46758758003,466972.21567969,237163.99655945998,211031.71994528,430858.05134905,451616.40688407,372003.06622537,237242.3067207,-101.19998747081895,19.70550906419633,Mexico,Morelia,683447.0646,110.0,"Morelia, Mexico"
74,117,559.6370239257812,1989.157958984375,1128.416015625,1486.6580200195312,760.2109985351562,2114.64599609375,2703.6220703125,1675.335736955915,24542.460797929998,91915.97493925999,20341.62641344,62665.58626908001,39896.81486938,76376.13417155,19734.20410051,7700.396058910001,-105.46538057157086,28.183382970394412,Mexico,Delicias,127997.6728,32.0,"Delicias, Mexico"
75,118,2072.83203125,1513.9144897460938,1633.8134765625,320.5840148925781,835.39501953125,1596.68701171875,2107.487060546875,1447.3361249651227,45591.65336062,25752.14557773,43691.17065684,44307.545274029995,91207.15123916,78059.38031598998,43845.40306256,22999.66619882,-101.92833201655152,21.36012610189977,Mexico,Lagos de Moreno,104439.7089,21.0,"Lagos de Moreno, Mexico"
